image_id,step,b1_denial,b2_generic,b3_present,b4_absent,b5_other
724,0,0.0,0.999774054727247,0.0,0.0,0.00022594527275313984
724,1,0.0,0.9964401668076251,0.0,0.0,0.003559833192375037
724,2,0.0,0.05578786632888559,0.0,0.0,0.9442121336711142
724,3,0.0,0.9969758024306509,0.0,0.0,0.00302419756934926
724,4,0.0,0.005279565086510541,0.0,0.0021112872173851007,0.9926091476961044
724,5,0.0,0.12725984762381753,0.0,0.0,0.8727401523761821
724,6,0.0,0.0009374682897160565,0.0,0.0,0.999062531710284
724,7,0.0,0.42596782414609713,0.0,0.0,0.5740321758539026
724,8,0.0006802934710078822,0.8442236902242525,0.0,0.0,0.15509601630473974
724,9,0.0,0.0004976439230109439,0.0,0.0,0.9995023560769891
724,10,0.0,0.985309104486722,0.0,0.0,0.014690895513278106
724,11,0.0,0.354211548017247,0.0,0.0,0.6457884519827528
724,12,0.0,0.0070720493478814905,0.0,0.0,0.9929279506521189
724,13,0.0,0.9891939999760158,0.0,0.0,0.010806000023984672
724,14,0.0,0.24199968879225656,0.0,0.0,0.7580003112077436
724,15,0.0,0.7547434075245644,0.0,0.0,0.24525659247543583
724,16,0.0,2.4891536597352053e-08,0.0,0.0,0.9999999751084635
724,17,0.0,0.9998929585207933,0.0,0.0,0.00010704147920612872
724,18,0.0,0.8747607317364862,0.0,0.0,0.12523926826351353
724,19,0.0,0.9134272464611223,0.0,0.0,0.08657275353887803
724,20,0.0,0.9911396807703057,0.0,0.0,0.008860319229694344
724,21,0.0,0.9902178060314605,0.0,0.0,0.00978219396854
724,22,0.0,0.025245867120915904,0.0,0.0,0.9747541328790841
724,23,0.0,4.066416660168272e-05,0.0,0.0,0.9999593358333982
724,24,0.008347220266956576,0.9198330228389099,0.0,0.0,0.0718197568941333
724,25,0.001239601186448504,0.022597916688213076,0.0,0.0,0.9761624821253383
724,26,0.0,0.7630565785181185,0.0,0.0,0.23694342148188177
724,27,0.0,0.9963321154747673,0.0,0.0,0.003667884525232746
724,28,0.01337452399517754,0.0008947362758728486,0.0,0.0,0.9857307397289495
724,29,0.0,0.915265456160603,0.0,0.0,0.08473454383939685
724,30,0.07939575262554587,0.45037754901330596,0.0,0.0,0.47022669836114805
724,31,0.0,0.4789816997256507,0.0,0.0,0.5210183002743491
724,32,0.07891704960608294,0.0,0.0501639828377701,0.0,0.8709189675561467
724,33,0.0,0.16029228658547998,0.0,0.0,0.8397077134145197
724,34,0.0,0.23164640457014388,0.0,0.0,0.7683535954298563
724,35,0.0014380254689382802,0.43809847179658856,0.0,0.0,0.5604635027344732
724,36,0.0,0.9253850301316349,0.0,0.0,0.0746149698683652
724,37,0.0,0.11188972794171292,0.0,0.0,0.8881102720582866
724,38,0.0,0.974856283285679,0.0,0.0,0.025143716714320887
724,39,0.0,0.8585657303562482,0.0,0.0,0.1414342696437517
724,40,0.0006640777859315143,0.997206069758288,0.0,0.0,0.0021298524557804357
724,41,0.010151438022622413,0.2670454614340268,0.0,0.0,0.722803100543351
724,42,0.0003845615516375215,0.012057038284638758,0.0005465380108337776,0.006724230234324165,0.9802876319185655
724,43,0.0,0.5023089060827916,0.0,0.0,0.4976910939172086
724,44,0.0,0.9917693739880211,0.0,0.0,0.008230626011979474
724,45,0.0,0.8069473026075281,0.0,0.0,0.1930526973924718
724,46,0.0,0.9923262422312319,0.0,0.0,0.007673757768768155
724,47,0.00040268025029281587,0.09103541772781808,0.0,0.0,0.9085619020218886
724,48,0.0,0.48515955662094146,0.0,0.00012972605089821138,0.5147107173281604
724,49,0.04617371642726985,0.0,0.5828816488443984,0.03884276754633871,0.33210186718199314
724,50,0.0,1.3467720717202121e-07,0.0,0.0,0.9999998653227927
724,51,0.0,0.6284706781505718,0.0,0.0,0.3715293218494281
724,52,0.0020481736265156305,0.5308677510251518,0.0010296637465399261,0.00034757746751269095,0.46570683413428
724,53,0.1829213315425946,0.0,0.5653167742120682,0.04606954289812597,0.20569235134721098
724,54,0.0,0.5891032469911357,0.0,0.0,0.41089675300886414
724,55,0.02086799298600564,0.49627885843431496,0.0,0.0,0.48285314857967976
724,56,0.0,0.2792017049178375,0.0,0.0,0.7207982950821625
724,57,0.0,0.9998363531460128,0.0,0.0,0.00016364685398690573
724,58,0.04881213858463168,0.7704469407015798,0.0,0.0,0.18074092071378853
724,59,0.0,0.0743166200418243,0.0,0.0,0.9256833799581762
724,60,0.0,9.292948858987891e-07,0.0,0.0,0.9999990707051141
724,61,0.0019656597956058423,0.6273132184254953,0.0,0.0,0.37072112177889877
724,62,0.004905615320907116,0.01960202174019086,0.0,0.0,0.9754923629389017
724,63,0.0012443261800811234,0.6298495958614287,0.0,0.0,0.3689060779584899
724,64,0.0,0.9799618014524949,0.0,0.0,0.02003819854750486
724,65,0.0,0.002951072468708725,0.0,0.00029448378200445203,0.9967544437492872
724,66,0.0,0.9933731954273901,0.0,0.0,0.006626804572609978
724,67,0.0,0.636022528241438,0.0,0.0,0.363977471758562
724,68,0.0,0.9999715595937322,0.0,0.0,2.8440406267854955e-05
724,69,0.0016020624546933696,0.6514763139753547,0.0,0.0,0.34692162356995215
724,70,0.0,4.4349624605638666e-05,0.0,0.0,0.9999556503753942
724,71,0.0,0.9999875054132995,0.0,0.0,1.2494586700770278e-05
724,72,0.0,0.9101742853181104,0.0,0.0,0.08982571468188974
724,73,3.324803229978557e-05,0.9976706297978055,0.0,0.0,0.0022961221698946533
724,74,0.001280898134795785,0.28599263909552286,0.0,0.0024691192292195015,0.710257343540462
724,75,0.7281527420504595,0.0,0.00017871031012857126,8.441677313471085e-05,0.2715841308662775
724,76,0.0,0.1262569475803513,0.0007772719834028748,0.22790170227255155,0.6450640781636942
724,77,0.0,0.2704899139666054,0.0,0.0,0.7295100860333947
724,78,0.0,0.9922798691508512,0.0,0.0,0.0077201308491487266
724,79,0.0,0.5021946445801119,0.0,0.0,0.4978053554198879
724,80,0.0,0.9602237811572286,0.0,0.0,0.039776218842771216
724,81,0.12639833934129668,0.4861869626603279,0.0,0.0,0.38741469799837525
724,82,8.911939537235089e-06,0.057692041706917864,0.0,0.0,0.9422990463535447
724,83,8.562257976538257e-05,0.018500776810379038,0.0,0.8720391378355489,0.10937446277430683
724,84,0.0013246174465692002,0.057582192963326236,0.0,0.0,0.9410931895901044
724,85,0.0017107460559286883,0.08391135149923985,0.0,0.0,0.9143779024448313
724,86,0.0,0.9937265944244322,0.0,4.121855344045988e-06,0.006269283720223614
724,87,0.0,0.009522881729587799,0.0,0.16232451420928734,0.8281526040611248
724,88,0.0,0.9961318850023325,0.0,2.5930100552553904e-05,0.00384218489711469
724,89,0.0003018733669089291,0.10071982402505472,0.0,4.252092753986595e-05,0.8989357816804967
724,90,0.0,0.023176946648280638,0.0,0.6082414375728253,0.36858161577889426
724,91,0.0012944059447625124,0.08259362988530107,0.0,0.0,0.9161119641699363
724,92,0.0,0.9987512069725117,0.0,0.0,0.001248793027487875
724,93,0.0,0.9970693990094348,0.0,0.0,0.0029306009905652832
724,94,0.0,0.025602757799172413,0.00296388252353534,0.0054601447170601865,0.9659732149602323
724,95,0.0,0.0,0.0,0.0,0.9999999999999999
724,96,0.0,0.9982288577825359,0.0,0.0,0.0017711422174638354
724,97,0.0,0.8418075019628773,0.0,0.0,0.1581924980371225
724,98,0.0,0.34267659671742007,0.0,0.015651229022208214,0.6416721742603717
724,99,0.0030320842724504697,0.21592321693766608,0.0,0.0,0.7810446987898833
724,100,0.0,9.159808581103153e-07,0.0,0.0,0.9999990840191421
724,101,0.00013653644547736432,0.9643608617198194,0.0,0.001226587961751839,0.03427601387295122
724,102,0.0,0.0,0.0,0.0,0.9999999999999994
724,103,0.0,0.04483586685988097,0.0,0.0009372406628047296,0.9542268924773143
724,104,0.0,0.024624631435488584,0.0,0.0,0.9753753685645115
724,105,0.0,0.9938115871284908,0.0,0.0,0.006188412871509126
724,106,0.0,0.0915547119201674,0.0,0.05408739090311102,0.8543578971767215
724,107,0.0,0.9621285711648462,0.0,0.00034389078972359773,0.037527538045430166
724,108,0.0,0.0020795578004420487,0.0,0.20844994399415293,0.7894704982054052
724,109,0.0,0.0,0.0,0.0,0.9999999999999999
724,110,0.0,0.0,0.0,0.0,1.0000000000000007
724,111,0.0,6.731644157743719e-08,0.0,0.0,0.9999999326835585
724,112,0.0,0.09687978982571599,0.0,0.0020320994614324915,0.9010881107128513
724,113,0.0,2.6086087182427024e-06,0.0,0.0,0.9999973913912817
724,114,0.0,0.7159045549713983,0.0,0.0,0.28409544502860207
724,115,0.0,0.0,0.0,0.0,0.9999999999999999
724,116,0.0,0.983149818195879,0.0,0.0,0.01685018180412132
724,117,0.0,0.009714279826374808,0.0,0.0,0.9902857201736254
776,0,0.0,0.999693791884594,0.0,0.0,0.0003062081154059451
776,1,0.0,0.9997364539253889,0.0,0.0,0.0002635460746108675
