image_id,b1_denial,b2_generic,b3_present,b4_absent,b5_other
724,0.011604205650501681,0.45887744595824154,0.010202190444649806,0.01911729697868507,0.5001988609679219
776,0.005412070647896039,0.4930909657962367,0.01647900663108075,0.0009936966953776683,0.48402426022940886
1425,0.016099366769267914,0.4806973628927023,0.02592122053659325,0.012026075495857665,0.4652559743055789
1584,0.0067442223579510996,0.42155093115447634,0.046753718072360916,0.0017653552982689485,0.5231857731169428
2261,0.0009298545476046834,0.4236169746566122,0.025165878366481573,5.336160102828344e-05,0.5502339308282733
2473,0.008987263974729444,0.4822479638965952,0.030840289442834137,2.1576242266634225e-05,0.4779029064435746
4765,0.0007417445502927296,0.4328907864950964,0.013454861678563756,0.00018181667978817132,0.5527307905962591
5529,0.005448669857277602,0.439237768691625,0.041061207157662025,0.0003895949032580249,0.5138627593901772
6040,0.00793784338561723,0.5044382419596045,0.04167558720110756,0.009264045737182149,0.43668428171648854
6763,0.011119959343480198,0.5769781892277085,0.04043499347852356,0.009371574891974196,0.36209528305831346
7784,0.0026226998114799744,0.4221372898884259,0.004814544910676105,0.000310404787070051,0.570115060602348
7818,0.0059543212524731815,0.4742873995613331,0.02762995001978347,0.00451013078361014,0.4876181983828001
9448,0.008016461449962476,0.5164193395188842,0.01803455330270888,0.0004612070295575124,0.45706843869888697
12576,0.01739704440470059,0.46984869344961294,0.05186002050074094,0.004811642844886094,0.4560825988000594
16228,0.01590314562048615,0.4787891593267725,0.05987087779479252,0.0008282907285699643,0.4446085265293789
17379,0.017156385296427382,0.5140690266861176,0.04797853415957767,0.0006261214063439346,0.42016993245153345
19432,0.004963952106486824,0.48729557786837807,0.01183560397350318,8.468519223232512e-06,0.4958963975324087
20333,0.010651974284276344,0.48448063355738025,0.04644270795688624,1.7535505813431725e-06,0.4584229306508758
20992,0.001945533239655481,0.5149588923819922,0.015014040854687195,0.041773360488482264,0.42630817303518304
21167,0.007040385629343422,0.49608746552176985,0.058074434266922284,0.006235683846274716,0.43256203073568966
22705,0.017009475923223303,0.45004725613103197,0.00791393294897035,0.022126564796892585,0.5029027701998818
23272,0.008002743291818076,0.5063856350063644,0.04344369182666814,0.0005384597755891478,0.4416294700995603
25228,0.008062367599963394,0.5133301379233601,0.024263680341957312,0.0008059481530967744,0.4535378659816224
26926,0.0013560295590950568,0.5068972400708364,0.006394445819851212,0.005715416047314001,0.47963686850290327
27620,0.005171702862321421,0.4856007249694259,0.04439229115701057,0.0316581626557058,0.43317711835553624
27768,0.013135892308101747,0.5012949710473988,0.04503616236177094,0.0007021000388754317,0.4398308742438531
31817,0.018155909040948867,0.4927193583515648,0.033161286737128516,0.004613905975996066,0.4513495398943617
33221,0.011672639371792066,0.49106295533556754,0.022824314178104297,0.00564974985551583,0.4687903412590202
33759,0.010937226037755493,0.48196508875751154,0.027352737032664,0.0002843249532972519,0.4794606232187719
34760,0.012242264697263716,0.45631197306216603,0.02231884407187892,0.0026800065193960778,0.5064469116492951
34873,0.00946147530187029,0.4511557149985156,0.017122854566767577,0.0036754898067324743,0.5185844653261141
37689,0.0024488126346243412,0.4032370617047454,0.0153056234043952,0.0016159483526791247,0.5773925539035559
39405,0.01590566849932186,0.46891002948173993,0.022558757043189267,0.00033855705525033243,0.49228698792049863
39769,0.0029113823538469926,0.47245213002237907,0.0363609884014454,0.010341207390617706,0.4779342918317108
39914,0.012823777595669845,0.47620660014984806,0.04702106278710555,0.0007402239557303629,0.4632083355116462
41990,0.00041179679569090956,0.528644997774486,0.034908286304512204,1.9845499101492303e-05,0.43601507362620934
42178,0.002932351880523257,0.4565320991553734,0.015990152282408628,6.601243009851791e-05,0.5244793842515962
42889,0.007140698980523831,0.4694891934119659,0.03438938915376989,0.04483785055264888,0.4441428679010915
46463,0.004058211643565907,0.4598794957255925,0.016276626875976523,0.0099701866918872,0.5098154790629779
47010,0.002320036883775485,0.46215741651279985,7.622180998253669e-05,0.011625246301666463,0.5238210784917756
47121,0.005255052526679842,0.4575387245153164,0.04270152043220211,0.0029554355781407343,0.4915492669476608
50380,0.0042128480033811685,0.564993555517237,0.08799350820410985,0.00012285542711791995,0.3426772328481541
51738,0.01074435395755438,0.5052450777845621,0.05701429100870006,0.00853168154182755,0.41846459570735595
52413,0.010409117575900222,0.49501749717898275,0.06850534657511431,0.02321974057895033,0.4028482980910524
52565,0.0060953374642452995,0.5388889977858241,0.03780127973777188,7.241433504923062e-05,0.41714197067710934
53624,0.007433342297559829,0.48106166627466534,0.02771955787806542,0.0021433436168953788,0.4816420899328139
54164,0.0015609973925171366,0.4344198436006878,0.016575980606535822,2.3065256315809452e-05,0.5474201131439435
54592,0.0040787057028102685,0.5219034520935449,0.027121771723744293,4.028648306458414e-06,0.4468920418315941
54605,0.009837933952222256,0.47831148073190866,0.05920079765141899,0.00043842089351076014,0.45221136677093937
56288,0.015864479546891366,0.48564940191435507,0.005999593055894059,0.023574707154982277,0.46891181832787726
56545,0.013713602820343656,0.49475303903193396,0.020803044951501433,4.588089674567786e-05,0.4706844322994752
59386,0.005439078153614862,0.5021487889029876,7.536399982257315e-05,0.005211763022065939,0.4871250059215091
60052,0.011960557969347125,0.4892593753157907,0.02765150735444367,0.003869605423804611,0.46725895393661393
61418,0.0014798218097791308,0.4893614738157833,0.03012522346629824,0.010785884003492143,0.46824759690464723
62692,0.006510660003964582,0.4798432876319775,0.048790751398764376,1.3709752142792976e-05,0.4648415912131509
63552,0.002279412139444232,0.49257739416798996,0.05926737134174905,0.0102091985317477,0.43566662381906907
64359,0.008863761821921891,0.5100702083682703,0.0,0.0006198232093759285,0.4804462066004318
64495,0.009319222527993746,0.4592095296817476,0.0,0.0025187513705228403,0.5289524964197359
64574,0.007684324486266275,0.5244232003051276,9.318845651430214e-05,0.0036728846516682436,0.4641264021004237
64868,0.006162214615738382,0.46840687290697264,0.05544052726328515,0.02691193336642205,0.44307845184758177
64898,0.004705228411171726,0.514091036155697,0.03875288495613595,9.550158282227696e-05,0.4423553488941732
65455,0.008482188107002733,0.4627205699775473,0.015688141799149475,0.0007482870156859889,0.5123608131006144
66523,0.010010115063558502,0.4518035185196372,0.044195977930960056,4.115565789126485e-06,0.4939862729200551
66561,0.011158143784072877,0.5685971919589767,0.036402610621777826,0.0010764021639309879,0.3827656514712414
66771,0.0037174467225747796,0.4724353527162058,0.07911722967197202,0.005780356484660677,0.4389496144045868
67534,0.007088788404529444,0.46675851825938114,0.055114554274157464,0.0154503254133971,0.45558781364853485
67896,0.005593653110456328,0.5131661675576557,0.04180751794654438,0.00444839547103157,0.43498426591431216
68387,0.0069262248227379775,0.4477905829041249,0.007693281846212216,0.011854089422133646,0.5257358210047914
70739,0.0030476723582844676,0.49024576524909064,0.040567099874673995,0.0105906918267085,0.4555487706912424
70774,0.001498403179119723,0.47392412868288597,8.975303747003146e-05,0.00033074745659409115,0.5241569676439302
75612,0.005841788245176127,0.4720463521403787,0.015596669573249131,0.01467326510366897,0.49184192493752715
76731,0.010727054206999691,0.49982165515344634,0.01945603819894817,0.0035020911973929003,0.4664931612432129
77595,0.024093037682437556,0.5119226092860708,0.10647266799464117,0.005007831085613481,0.35250385395123707
79034,0.007738886955013907,0.4683303842635528,0.0021661535375472984,0.002800606159937669,0.5189639690839483
81394,0.006484487365849041,0.4642806215275358,0.031439369354753645,0.003404763666226809,0.49439075808563476
82688,0.0046707386330960094,0.47508066405685273,0.04518950281536601,0.014892112452068345,0.4601669820426169
83531,0.01971031539301223,0.468499642706555,0.003117773072897193,0.01680770626324817,0.49186456256428746
87144,0.00922143800625146,0.5353852662824105,0.05050609781481292,0.0003975647410231119,0.4044896331555022
88432,0.012558510695904747,0.4556086518460951,0.010530635532471331,0.008044411805584437,0.5132577901199443
88848,0.009656021823236218,0.48181076034927545,0.025983587605258707,0.0057207261107678885,0.4768289041114617
89271,0.0077340799611217365,0.47810513518501896,0.05361934604555997,0.01780479187224738,0.44273664693605197
89296,0.0009934364335818725,0.4871931810135105,0.04671263025390136,0.000187828397220979,0.4649129239017853
89648,0.01503654716192984,0.5063147936662744,0.027772965497061278,0.00048711683524201087,0.45038857683949257
90003,0.0037903558222999734,0.5036050899946669,0.02025531909925574,0.0006203031834540982,0.47172893190032333
92177,0.0023242727295194987,0.4147412323558309,0.0,0.012076431250952464,0.5708580636636972
92660,0.017359239717965567,0.4465072731640503,5.349422937771813e-05,0.01592158952881075,0.5201584033597957
93965,0.0091870673708894,0.5031438172089072,0.0,0.013464336660222119,0.4742047787599811
94336,0.008710723879027348,0.4725361005279119,0.06632363773113206,0.00047489488874404424,0.4519546429731846
96001,0.0031416789508819866,0.47986943606691096,0.03252695577548167,0.01566132713867907,0.4688006020680463
97278,0.0061459450985117455,0.5017189346541684,0.022260107808703335,0.0013652232153164726,0.4685097892233
98392,0.005390719283435447,0.5103599181749029,0.06216471294490636,0.0002241178942129418,0.42186053170254234
98520,0.007218931361245737,0.49605068430218363,0.04303459522773553,0.012195063150642359,0.4415007259581928
98839,0.005389530956059883,0.5135992827119397,0.08024919847137635,0.0018905656411774801,0.3988714222194466
99114,0.013630958118075031,0.45114183297534277,0.012197241837970177,0.0042045756458380205,0.518825391422774
102411,0.011573020605219156,0.5097327397337026,0.03787926535526378,0.00019047414539234545,0.44062450016042215
102707,0.007988472828818982,0.49523642576969956,0.007272590334024399,0.010187571072475905,0.4793149399949812
103548,0.005052299201244266,0.514327270767658,0.03844531299436953,0.000586952916446207,0.44158816412028196
104612,0.0159662375397135,0.3973516583325002,0.0,0.012629600731841311,0.574052503395945
104669,0.009807496473202885,0.42136867156789476,0.02407652132324189,0.007519964299722645,0.5372273463359378
105455,0.014555776804322539,0.49136934888349865,0.024280578077320966,0.0070236156487074545,0.46277068058615045
106048,0.013252690647089883,0.45868793573629496,0.02532154888387938,0.010852095039931214,0.4918857296928046
107554,0.012109550731031137,0.4664948282580471,0.0002094189680108809,0.03386976836872984,0.4873164336741809
107851,0.0011652564135935415,0.4518562327680767,0.020574500223741743,0.00016684425204659296,0.5262371663425416
108253,0.005138543034657082,0.4853299332463188,0.05206932122441629,0.0013063922314815498,0.4561558102631264
110784,0.017130158976435217,0.4776297413180002,0.02701614566611024,0.012377942116642157,0.46584601192281216
111179,0.005219577971357774,0.5079379213170151,0.027474316585637718,0.0007461006020910631,0.4586220835238983
111207,0.014738618902738069,0.47378144991504856,0.020524030777783975,4.8264575827882776e-05,0.4909076358286015
111951,0.014598924560679334,0.4524024991904251,0.01804085511689115,0.001736408211718532,0.513221312920286
117374,0.005713396685796405,0.5564232681370249,0.059096316403898196,0.0011675290209678586,0.3775994897523126
118209,0.00860875504032921,0.4551717152090019,4.745920883910535e-05,0.0019384583811080658,0.5342336121607217
121586,0.012389802313481418,0.5110523153530708,0.037518164691779245,0.017327649778923346,0.4217120678627452
121673,0.000590752655602705,0.43861995734849635,0.006803954296088579,3.07191185093595e-05,0.5539546165813032
122927,0.013854849933095005,0.46346416258662254,0.01753244816738377,0.0003373726707620878,0.5048111666421367
